restaurant,account,name,level,comment_star,comment,
Closet Restaurant & Bar,586db347699b6e67eae804b9,Re Becca,(2則評論),4.5,❣️香煎干貝XO醬貓耳朵，干貝很大顆蠻好吃的，味道我很喜歡，也不會太辣或味道太重🤤我們前兩杯的調酒，都是重酒感的...🍵雪茄茶室，普洱茶壇香真的很棒，但到後面酒蓋過茶香😂😂😂🥜煙燻花生老流行，入口...我不喜歡但後面滿滿比較甜比較好喝，搭配上面的起司與橄欖味道滿豐富？說是想起司漢堡的感覺？✈️第三杯是飛行計畫，非常的漂亮，有做漸層!!!西瓜的香氣和蝶豆花的漸層非常少女，雖然冰塊蠻多的....攪拌棒還是吸管，超好用的👍攪拌完是少女的粉紅色💗裝飾也滿用心！？+ 1分享,
Closet Restaurant & Bar,57edc3f9699b6e65f8235502,質人星球,愛食記部落客(165篇食記),0,鑽進古典衣櫥，開始我們的秘密派對 《Closet Restaurant & Bar 衣櫥餐酒館》+ 2分享開啟食記›,
Closet Restaurant & Bar,5363231d40d18d18f05cdaa5,Xiao Caiqin,(2則評論),4.5,有酒有氣氛+ 7分享,
Closet Restaurant & Bar,56de9f872756dd53853d214d,iCheerFun,愛食記部落客(31篇食記),0,女孩喝酒吧 x The Closet 衣櫥餐酒+ 6分享開啟食記›,
Closet Restaurant & Bar,5484ac98d4fdab78debb8228,X Pi Lin,紫級會員(202則評論),0,超愛這家低設計風格跟調酒,
Closet Restaurant & Bar,54bcbd0ad4fdab48a740e533,寒武紀,愛食記部落客(762篇食記),0,Closet Restaurant & Bar‧捷運忠孝敦化站｜超軟嫩巨人帶骨牛小排‧東區歐陸古堡風餐酒館！+ 5分享開啟食記›,
Closet Restaurant & Bar,551167ee2756dd0fca441399,妮妮女王,愛食記部落客(1657篇食記),0,台北東區餐酒館推薦-Closet 衣櫥餐酒館+ 32分享開啟食記›,
Closet Restaurant & Bar,565685502756dd4e8bd24044,跟著Livia享受人生,愛食記部落客(521篇食記),0,忠孝復興捷運站 Closet Restaurant & Bar 衣櫥餐酒館 東區餐酒館/東區餐廳/拍照餐廳/氣氛佳餐廳/主題餐廳 (二訪) ❤跟著Livia享受人生❤+ 3分享開啟食記›,
Closet Restaurant & Bar,54ef04b62756dd1de452d006,老食說,愛食記部落客(150篇食記),0,Closet Restaurant & Bar，食記【台北東區】私房異國料理餐酒館，深夜裡的歐洲酒窖+ 2分享開啟食記›,
Closet Restaurant & Bar,54fad1cd2756dd214238acbe,Cheng Chloris,(9則評論),0,餐點特別，酒也好喝，空間感佳，CP值很高的餐廳，就是價位偏高了點！表示讚賞分享,
Closet Restaurant & Bar,544e8634d4fdab4f468379e9,Claire 食旅記事,愛食記部落客(228篇食記),0,台北東區 ✖ 二訪，Closet－－藍色大門後的奇幻探險，浴缸調酒、藥罐膠囊、吃烤麵包搭Martini或是來個甜點，什麼都不奇怪！(附菜單)+ 15分享開啟食記›,
Closet Restaurant & Bar,54d831152756dd62678a145e,Nancy將的生活筆計本,愛食記部落客(1149篇食記),0,東區餐酒館Closet Restaurant & Bar/地窖式裝潢/創意分子料理/特調酒品/文末贈獎+ 3分享開啟食記›,
Closet Restaurant & Bar,539eeb166f345b1b1951ddf8,"Hello,I'm Albee",愛食記部落客(25篇食記),0,"來衣櫥酒窖吃美食喝美酒-Closet Restaurant & Bar餐酒館 @ Hello,I'm Albee+ 3分享開啟食記›",
Closet Restaurant & Bar,55b73953699b6e7548633b6d,奇奇一起玩樂趣,愛食記部落客(1211篇食記),0,Closet Restaurant & Bar-創意分子料理/調酒．東區餐酒館/Lounge Bar推薦+ 5分享開啟食記›,
Closet Restaurant & Bar,56e903f92756dd2d9ac591ad,秘密女孩,紫級會員(112則評論),0,Closet Restaurant & Bar 視覺與味蕾上的饗宴+ 1分享開啟食記›,
Closet Restaurant & Bar,5696566e2756dd3d93d6fdf4,賴香昀,愛食記部落客(104篇食記),0,Closet Restaurant & Bar 東區忠孝敦化站質感酒吧餐館 @ 香香公主趴趴GO表示讚賞分享開啟食記›,
Closet Restaurant & Bar,56b462882756dd7175a4d6d9,米兒＆三分像料理,愛食記部落客(72篇食記),0,【台北市大安區。餐酒館】 Closet Restaurant & Bar 近孝復興捷運站 東區餐酒館推薦 @ 米兒&三分像料理 + 3分享開啟食記›,
星乃珈琲店,556570d72756dd3945a3381c,壞波妞,愛食記部落客(801篇食記),0,台灣星乃珈琲店HOSHINO COFFEE，星乃咖啡台北新光三越三西店，餐點意外的比舒芙蕾鬆餅更喜歡+ 2分享開啟食記›,
星乃珈琲店,556c9fdd2756dd6e3c0d324a,小妞的生活旅程,愛食記部落客(666篇食記),0,"台北星乃珈琲店,台灣一號店,3款必吃美食,新光南西一館,完整菜單,中山美食推薦,訂位方法表示讚賞分享開啟食記›",
星乃珈琲店,5d9b24a48c906d229c0f76c4,蔡芬姐,(1則評論),2,舒芙蕾沒有想像中好吃，硬硬的好像雞蛋糕，但服務員態度很好表示讚賞分享,
星乃珈琲店,5b8750982261392c82f8c272,Somethingzoom Tc,愛食記部落客(18篇食記),4.5,台灣星乃珈琲店｜台北 中山站 新光三越南西店一館 窯烤舒芙蕾熱蛋糕 來場昭和的日本喫茶午後表示讚賞分享開啟食記›,
雞湯大叔 忠孝店,551ac3e82756dd0a9e791a9f,胡歐奇@Or workshop,愛食記部落客(218篇食記),0,雞湯大叔｜東區巷弄精品級法式雞湯.原來吃火鍋也可以那麼時尚.網美打卡火鍋店@捷運國父紀念館美食.東區美食.火鍋推薦.鍋物推薦+ 1分享開啟食記›,
雞湯大叔 忠孝店,557e8c94699b6e7fd779b356,吳沛謹,(1則評論),4.5,平價好吃，服務好表示讚賞分享,
雞湯大叔 忠孝店,537add3840d18d4be9769f23,Alina 愛琳娜,愛食記部落客(561篇食記),0,台北東區-雞湯大叔-香濃雞湯火鍋，湯頭美味.價格優惠 + 7分享開啟食記›,
雞湯大叔 忠孝店,5ade0a7f2261396432e331a7,鴨子的歡樂城堡,愛食記部落客(189篇食記),4.5,49元起的肉品海鮮，69元藍鑽蝦/廣島牡蠣5星主廚湯底， 雞湯大叔+ 6分享開啟食記›,
雞湯大叔 忠孝店,580a3d06699b6e11ed1f0dc4,朵利斯,愛食記部落客(313篇食記),4,雞湯大叔 -國父紀念館美食-你沒吃過的白蘭地燉雞湯X平價高品質的火鍋餐廳 + 1分享開啟食記›,
雞湯大叔 忠孝店,57aea9142756dd520d1dc42b,小咪ma。吃喝玩樂趣,愛食記部落客(373篇食記),0,雞湯大叔-忠孝店 韓風網美系雞湯火鍋 湯頭清甜無添加。期間限定普羅旺斯湯頭 南法風味搭配海鮮更match。捷運國父紀念館站 + 1分享開啟食記›,
雞湯大叔 忠孝店,547b3bf5d4fdab6b10faaf2b,凌雲江海清,愛食記部落客(146篇食記),0,國父紀念館美食》雞湯大叔 忠孝店 – 為湯控而生的火鍋品牌 全雞熬煮的法式湯底 高檔的食材平實的價格表示讚賞分享開啟食記›,
雞湯大叔 忠孝店,5d3a0476d6895d7cdce42c88,Funfeed趣餵人,愛食記部落客(55篇食記),4,雞湯大叔｜ 為湯控而生的火鍋店，台北大安區美食推薦｜趣餵人+ 2分享開啟食記›,
竹苑shabu,55e80b0c2756dd0675346adb,寫食派Lexie's Blog,愛食記部落客(354篇食記),5,台北的築地市場!每日海港現流海鮮火鍋，干貝老母雞高湯-竹苑shabu+ 2分享開啟食記›,
竹苑shabu,550ed3242756dd59771bfae9,嵐嵐的饗樂生活誌,愛食記部落客(766篇食記),0,東區火鍋 【竹苑shabu】東區高級海鮮火鍋 提供最新鮮的現流水產 約會推薦表示讚賞分享開啟食記›,
竹苑shabu,568cb89c699b6e3098d08092,靜怡&大顆呆,愛食記部落客(571篇食記),5,竹苑Shabu  東區火鍋、高級火鍋推薦  現流海鮮、活跳跳鮑魚、松露雜炊 東區頂級客製化火鍋 忠孝敦化火鍋 竹苑Shabu菜單及價位!+ 3分享開啟食記›,
竹苑shabu,59339c6223679c3c95b22e13,算命的說我很愛吃,紫級會員(140則評論),0,台北火鍋 竹苑shabu｜鍋物話語自然流露，堆砌出最值得探訪的內涵+ 3分享開啟食記›,
竹苑shabu,57763f802756dd46360ad181,涵的足跡～走遍天涯,愛食記部落客(141篇食記),0,竹苑shabu ~ 高檔精緻無菜單火鍋，最青現流海鮮、上等肉品、海膽松露粥、老母雞蔬果干貝湯底+ 2分享開啟食記›,
竹苑shabu,5893629a2756dd5d27d8bd52,小米蟲的米缸,愛食記部落客(166篇食記),4.5,竹苑shabu 現流海鮮、伊比利豬、干貝海膽漢堡，飯後還有松露粥可以享用+ 1分享開啟食記›,
竹苑shabu,54323120d4fdab46b1ce1c21,尼豪,愛食記部落客(515篇食記),0,竹苑Shabu頂級鍋物，超澎派尚青海鮮X鮮美肉品，老母雞熬煮湯頭清爽鮮甜，東區頂級火鍋店推薦！+ 3分享開啟食記›,
竹苑shabu,596630b02261395f7e6ba2f0,蘋果的背包食堂,愛食記部落客(198篇食記),4,台北大安 - 竹苑shabu 去殼大明蝦 天使紅蝦 牡丹蝦 去骨榖飼牛小排 私人招待會所 高質感日式鍋物+ 1分享開啟食記›,
竹苑shabu,5ade0a7f2261396432e331a7,鴨子的歡樂城堡,愛食記部落客(189篇食記),4.5,龍蝦 活魚 海膽 高級海鮮最高CP值吃法一次獨家分享!! 竹苑shabu+ 3分享開啟食記›,
竹苑shabu,5b5a8e7422613978adc412da,藍色棉花糖咬蕃茄,紫級會員(101則評論),5,台北東區/竹苑shabu高級精緻鍋物/超隱私包廂/宵夜/頂級海鮮鍋物/現撈海鮮表示讚賞分享開啟食記›,
竹苑shabu,53a436266f345b675429195e,Linda Lu,愛食記部落客(157篇食記),4,竹苑 Shabu 忠孝敦化 台北築地市場 海膽蓋飯 雙人海陸套餐 松露雜炊 精緻鍋物 火鍋 頂級幽靜的用餐饗宴 東區美食 聚餐包廂+ 2分享開啟食記›,
竹苑shabu,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,忠孝復興鍋物 竹苑shabu 海陸雙人火鍋 海膽蓋飯 海膽杯 雜炊 活海鮮 包廂  + 1分享開啟食記›,
小憩睡眠咖啡館,5592b3eb2756dd69576662db,沙拉飯團,愛食記部落客(129篇食記),0,喝咖啡.按摩只要199元/全台首間『小憩睡眠咖啡館』平躺式按摩椅、按摩眼罩、香氛/捷運松江南京站+ 1分享開啟食記›,
小憩睡眠咖啡館,54ddafec2756dd76b8e10cd5,小公主Irene,愛食記部落客(1718篇食記),0,咖啡+按摩只要199元！全台首間睡眠咖啡館，快速充電補給站．小憩睡眠咖啡館+ 3分享開啟食記›,
Meat Love橡木炭火韓國烤肉 美麗華店,5893629a2756dd5d27d8bd52,小米蟲的米缸,愛食記部落客(166篇食記),0,MEAT LOVE 橡木炭火韓國烤肉 正宗道地的韓式料理+ 1分享開啟食記›,
黃家香腸,53c2a69dd4fdab6900c0863b,Ellen's 食&旅誌,愛食記部落客(1399篇食記),0,黃家香腸 (皇家現烤香腸) 中正區 泉州街總店+ 1分享開啟食記›,
黃家香腸,53af0b6ad4fdab13bc255e05,水晶安蹄,愛食記部落客(1094篇食記),0,白鍾元推薦 黃家香腸 皇家現烤香腸 三十年泉州街排隊美食小吃+ 1分享開啟食記›,
黃家香腸,5bff43cbf52468075d8a6b56,Vincent Liu,(2則評論),5,好吃+ 3分享,
黃家香腸,54fc75cf2756dd151b235a1f,PEKO,愛食記部落客(983篇食記),0,白鍾元推薦的台北泉州街黃家香腸(皇家現烤香腸)｜司機運將美食｜2019韓國街頭美食鬥士台灣篇+ 1分享開啟食記›,
黃家香腸,5ba65a9f2261391b7326934c,HappyPerry,愛食記部落客(42篇食記),4.5,黃家香腸--台北中正區便宜又好吃的排隊小吃+ 2分享開啟食記›,
黃家香腸,55e513b32756dd75cdcda671,葉癮評饗,愛食記部落客(1450篇食記),0,黃家現烤香腸(皇家現烤香腸)│台北最排隊的烤香腸！！ 泉州街烤香腸、古亭烤香腸表示讚賞分享開啟食記›,
黃家香腸,58d085d8f5246836a2d765d7,日常食札,愛食記部落客(131篇食記),5,黃記皇家現烤香腸｜汁多味美的現烤香腸！｜台北中正區・泉州街+ 3分享開啟食記›,
黃家香腸,54c4e22f2756dd1b2ce63a2c,美食猛男阿一一,愛食記部落客(722篇食記),0,捷運中山站美食 苦茶之家/泉州街 黃家皇家現烤香腸～傳統小吃配退火甜品+ 1分享開啟食記›,
黃家香腸,53ff2f10d4fdab1bd2f05bbd,愛小莎,愛食記部落客(659篇食記),0,黃家現烤香腸＠銅板美食.排隊美食.平價下午茶~近捷運古亭站  + 17分享開啟食記›,
黃家香腸,53bdcbdfd4fdab09ca3909e3,Vivi醬,愛食記部落客(324篇食記),0,黃 皇家現烤香腸 銅板美食 排隊人氣小吃 1990年老店+ 3分享開啟食記›,
黃家香腸,54b3e00ad4fdab26d1bb5fd8,食癮，拾影,愛食記部落客(653篇食記),0,泉州街黃家香腸—排隊就為了撲鼻而來的這一根+ 2分享開啟食記›,
黃家香腸,54ddafec2756dd76b8e10cd5,小公主Irene,愛食記部落客(1718篇食記),0,【台北中正區】簡單的下午茶．黃記皇家現烤香腸&泉州街蚵仔麵線+ 1分享開啟食記›,
黃家香腸,551d38302756dd4c23efe0a5,魯智深與二鍋頭,愛食記部落客(790篇食記),0,黃記皇家現烤香腸表示讚賞分享開啟食記›,
東門赤肉羹,57763f802756dd46360ad181,涵的足跡～走遍天涯,愛食記部落客(141篇食記),5,東門赤肉焿 ～ 東門市場排隊名店，平價又好吃的肉羹、滷肉飯、甜不辣+ 2分享開啟食記›,
東門赤肉羹,54ac229cd4fdab6eca38e0ea,愛吃鬼芸芸,愛食記部落客(2503篇食記),0,東門站美食．東門赤肉羹、甜不辣、滷肉飯、菜市場美食+ 9分享開啟食記›,
東門赤肉羹,54cbaee52756dd349e0323e4,Maruko與美食有個約會,愛食記部落客(1148篇食記),0,東門市場內的美味赤肉焿料好實在一套組合超滿足。東門赤肉焿/東門捷運站/永康商圈/東門市場+ 3分享開啟食記›,
東門赤肉羹,551d38302756dd4c23efe0a5,魯智深與二鍋頭,愛食記部落客(790篇食記),0,東門赤肉羹.東門市場早午餐小吃選擇+ 5分享開啟食記›,
東門赤肉羹,551cccda2756dd4597ed18fd,老K,愛食記部落客(1416篇食記),0,東門市場的古早味 平凡的好滋味-東門赤肉羹@捷運東門站@永康商圈表示讚賞分享開啟食記›,
東門赤肉羹,54ff8fcf2756dd589c383597,Wisely的拍拍照寫寫字,愛食記部落客(1505篇食記),0,東門赤肉羹&義芳福州丸＠捷運東門站必嚐美食小吃+ 1分享開啟食記›,
東門赤肉羹,5872e9b72756dd7a5aeb2e25,amy&anthony,愛食記部落客(1144篇食記),0,東門赤肉焿表示讚賞分享開啟食記›,
七見櫻堂巧克力甜點專賣店,53a466a76f345b73b0ed059a,周花花，甲飽沒,愛食記部落客(1680篇食記),0,七見櫻堂巧克力甜點專賣店 台灣酒糖巧克力、台茶三明治餅表示讚賞分享開啟食記›,
七見櫻堂巧克力甜點專賣店,54d8a0ff2756dd699b3e91c2,布咕布咕美食小天地,愛食記部落客(1895篇食記),0,七見櫻堂巧克力甜點專賣店-顛覆你的想像，台灣特有食材與西式糕餅巧克力美味融合表示讚賞分享開啟食記›,
七見櫻堂巧克力甜點專賣店,5955da72f5246812ae240857,賴可芙味的美食地圖,愛食記部落客(279篇食記),5,七見櫻堂巧克力甜點專賣店-抹茶季甜點超吸睛，下午茶首選表示讚賞分享開啟食記›,
七見櫻堂巧克力甜點專賣店,53c3bcfed4fdab7c0e23a7f7,大食女,愛食記部落客(704篇食記),0,七見櫻堂-粉嫩粉嫩的櫻花祭甜點，讓人少女心噴發啊！ 台電大樓站美食/台電大樓站甜點/台電大樓站下午茶/台電大樓站咖啡廳/師大咖啡廳/師大下午茶+ 3分享開啟食記›,
七見櫻堂巧克力甜點專賣店,564e77012756dd2c216e1d59,毛毛LadyMoko,愛食記部落客(757篇食記),0,台北大安》七見櫻堂。巧克力祭限定套餐/台電大樓下午茶巧克力專賣+ 4分享開啟食記›,
七見櫻堂巧克力甜點專賣店,54d968772756dd763ed6040b,麻糬公主,愛食記部落客(275篇食記),0,師大夜市餐廳｜限定抹茶季!「七見櫻堂」：逛街逛累，就來七見櫻吃CP值高的抹茶下午茶@捷運台電大樓站 null+ 29分享開啟食記›,
七見櫻堂巧克力甜點專賣店,55010fac2756dd73695afaee,Yuki的美食旅行小日子,愛食記部落客(477篇食記),0,師大 七見櫻堂巧克力專賣店＊女孩的午茶聚會，就是要三層下午茶+ 5分享開啟食記›,
七見櫻堂巧克力甜點專賣店,53a0656b6f345b0728617086,絲黛小姐 S,愛食記部落客(283篇食記),0,【台北 大安 / 七見櫻堂巧克力甜點專賣店】cp值高下午茶，巧克力專賣店的美好午後時光（邀約）+ 2分享開啟食記›,
七見櫻堂巧克力甜點專賣店,5444d853d4fdab5fc30f9a59,莊晴雯,銀級會員(12則評論),0,布朗尼好吃!表示讚賞分享,
天外天精製無煙燒肉,562de59a699b6e639b5baa77,跟著羽諾吃喝玩樂去～,愛食記部落客(685篇食記),0,天外天精緻火鍋無煙燒肉❤捷運中山國中站燒烤火鍋吃到飽/啤酒無限暢飲+ 1分享開啟食記›,
天外天精製無煙燒肉,570b7fca2756dd2be4d751f5,Jeremy以食為天,愛食記部落客(626篇食記),5,天外天精緻火鍋無煙燒肉 -- 燒肉&火鍋雙享吃到飽，哈根達斯12種口味任你吃爽爽！+ 2分享開啟食記›,
天外天精製無煙燒肉,5d0f7ef6226139214a0ee7b9,何祖儀,金級會員(77則評論),4,開到凌晨四點的吃到飽+ 1分享,
天外天精製無煙燒肉,5c5e954c23679c306c2d5623,黎薰,(4則評論),4.5,好吃😋+ 5分享,
天外天精製無煙燒肉,54c4a1d62756dd7ce9f38d3d,大胃米粒DM,愛食記部落客(658篇食記),0,"台北燒肉火鍋吃到飽推薦,天外天精緻無煙燒肉火鍋民權三店,老字號燒肉火鍋！厚切牛排/沙茶羊肉/哈根達斯+詩莊堡蘋果酒無限暢飲,台北民權東路美食,台北中山區燒肉吃到飽推薦,+ 1分享開啟食記›",
天外天精製無煙燒肉,5ade0a7f2261396432e331a7,鴨子的歡樂城堡,愛食記部落客(189篇食記),4.5,569元燒烤 火鍋 啤酒 水果酒 哈根達斯 沙拉 吃到飽!!營業到4:00，天外天精緻火鍋無煙燒肉+ 5分享開啟食記›,
天外天精製無煙燒肉,5821bfe3699b6e341548f2d6,專業噗嚨共MISO吃走,愛食記部落客(255篇食記),4.5,天外天精緻火鍋無煙燒肉  沒訂位吃不到！中山區火鍋燒烤吃到飽推薦！一路吃到凌晨肉肉任你吃～哈根達斯／明治冰淇淋想吃多少就吃多少！+ 2分享開啟食記›,
天外天精製無煙燒肉,582214d5699b6e67739df0a4,饞寶又子,愛食記部落客(117篇食記),0,天外天無煙燒肉精緻火鍋。燒肉火鍋哈根達斯吃到飽表示讚賞分享開啟食記›,
天外天精製無煙燒肉,58a6d365699b6e1b545c2673,陳佳慧,(1則評論),4.5,好吃～拍了個影片分享😂😂放在fb粉專 ：Candice卡蒂小姐+ 8分享,
天外天精製無煙燒肉,549432c5d4fdab0f73fcd429,寶兒的Life,愛食記部落客(364篇食記),0,捷運中山國小│天外天精製無煙燒肉吃到飽✨火烤兩吃X多種選擇+ 12分享開啟食記›,
友達居酒屋,54e41f9a2756dd560a9c0203,Nash，神之領域,愛食記部落客(1649篇食記),0,友達居酒屋|國父紀念館美食-東區居酒屋! 私藏已久的口袋名單 (菜單價錢)+ 1分享開啟食記›,
友達居酒屋,54bcbd0ad4fdab48a740e533,寒武紀,愛食記部落客(762篇食記),0,盛 餐酒坊‧捷運國父紀念館站｜延吉街超好吃居酒屋‧每一道菜都用心‧吃得出主廚對料理的堅持！+ 1分享開啟食記›,
友達居酒屋,5549c68b2756dd1e46f7395e,麥仔的生活日記,愛食記部落客(568篇食記),0,{食-台北} 友達居酒屋 | 新地點新面貌不變的是老闆用心的好味道/國父紀念館居酒屋/東區深夜食堂+ 1分享開啟食記›,
友達居酒屋,5364740040d18d2397752d8a,Angelababy享樂日記,愛食記部落客(1627篇食記),0,國父紀念館 笑容滿分@友だち居酒屋（友達） 隸屬老闆魅力X師傅手藝的無雷居酒屋+ 2分享開啟食記›,
友達居酒屋,5405dcfed4fdab5a97ef1dd0,Fanny Hung,銀級會員(12則評論),0,捷運-國父紀念館，推薦美食：友だち居酒屋 @ fannyhung的奇幻之旅 + 1分享開啟食記›,
友達居酒屋,54d831152756dd62678a145e,Nancy將的生活筆計本,愛食記部落客(1149篇食記),0,"友だち居酒屋（友達）人氣居酒屋,開懷暢飲,釋放壓力煩腦的好地方+ 2分享開啟食記›",
友達居酒屋,55b73953699b6e7548633b6d,奇奇一起玩樂趣,愛食記部落客(1211篇食記),0,友だち（友達）居酒屋-東區居酒屋．日本串燒+ 5分享開啟食記›,
友達居酒屋,5620f9e12756dd2056c21c2c,ifunny艾方妮,愛食記部落客(813篇食記),0,友だち居酒屋（友達）居酒屋~餐點具水準的深夜食堂+ 2分享開啟食記›,
友達居酒屋,565685502756dd4e8bd24044,跟著Livia享受人生,愛食記部落客(521篇食記),0,國父紀念館捷運站 國父紀念館居酒屋 友だち居酒屋（友達）呼朋引伴來這兒聚聚八~  ❤跟著Livia享受人生❤表示讚賞分享開啟食記›,
友達居酒屋,54abdddbd4fdab6ecb691c4b,三號珍珍的小天地,愛食記部落客(351篇食記),0,東區好吃燒烤推薦．友だち居酒屋（友達居酒屋）．國父紀念館站．必點炸牡蠣／雞塊／明太子馬鈴薯／炒烏龍麵+ 1分享開啟食記›,
友達居酒屋,54b604aed4fdab68baa88539,夢與幻的地圖,愛食記部落客(1516篇食記),0,好吃的老店搬到更大的新家了 國父紀念館居酒屋 友だち居酒屋+ 3分享開啟食記›,
友達居酒屋,556c9fdd2756dd6e3c0d324a,小妞的生活旅程,愛食記部落客(666篇食記),0,TOMODACHI 友達居酒屋_台北捷運國父紀念館站，東區推薦美食+ 8分享開啟食記›,
友達居酒屋,562de59a699b6e639b5baa77,跟著羽諾吃喝玩樂去～,愛食記部落客(685篇食記),0,友だち居酒屋（友達居酒屋）❤捷運國父紀念館站美食+ 2分享開啟食記›,
友達居酒屋,534177ef40d18d5665e92d1e,Sean Cheng,紫級會員(278則評論),0,推薦烤飯糰、雞肉串表示讚賞分享,
友達居酒屋,53cc8226d4fdab3c3628dd12,Xiaowen Wang,(1則評論),0,真的超好吃，服務也超熱情的每次去都很開心。表示讚賞分享,
友達居酒屋,53bdcbdfd4fdab09ca3909e3,Vivi醬,愛食記部落客(324篇食記),0,友達居酒屋~東區巷弄不簡單日式料理+ 3分享開啟食記›,
友達居酒屋,54bbde9ad4fdab35e104f231,瑋瑋*美食萬歲,愛食記部落客(1748篇食記),0,友達居酒屋-跟朋友們一起來一杯吧!!道地日式串燒料理表示讚賞分享開啟食記›,
友達居酒屋,546b7f52d4fdab1c35b7a062,猴屁的異想世界,愛食記部落客(786篇食記),0,友達居酒屋！熱鬧東區下班喝酒聊天的好去處！表示讚賞分享開啟食記›,
友達居酒屋,56161fd32756dd731534a31d,真妮4,愛食記部落客(392篇食記),0,簡單平凡親切用心的日本居酒屋美食..友達居酒屋→→<<賀>> 本文獲選愛評網102/10/29 首頁精選文表示讚賞分享開啟食記›,
Hugdayday 烈奶茶,55780ac32756dd43c4144443,布雷克的世界,愛食記部落客(84篇食記),5,市政府站一口回味的烈奶茶 -hugdayday 好爹爹烈奶茶+ 2分享開啟食記›,
Hugdayday 烈奶茶,54c4a1d62756dd7ce9f38d3d,大胃米粒DM,愛食記部落客(658篇食記),0,"台北信義區網美手搖飲店,Hugdayday好爹爹,獨創限量4款烈奶茶,漸層超美「晨曦甘露」,捷運市政府站飲品推薦,捷運市政府站奶茶推薦,表示讚賞分享開啟食記›",
Hugdayday 烈奶茶,58fe31ef699b6e3fbc904691,小佳的幻想世界,愛食記部落客(25篇食記),5,Hugdayday烈奶茶/網美系飲品推薦/IG打卡飲料表示讚賞分享開啟食記›,
Hugdayday 烈奶茶,59200fc623679c283c9fbd7f,麋鹿露比Ruby,愛食記部落客(76篇食記),4.5,市府站好喝  Hugdayday 烈奶茶 好爹爹型男大叔賣奶茶表示讚賞分享開啟食記›,
Hugdayday 烈奶茶,54cbaee52756dd349e0323e4,Maruko與美食有個約會,愛食記部落客(1148篇食記),0,台北美食Hugdayday 烈奶茶｜一瓶有條碼的極品熟成奶茶值得細細品味+ 1分享開啟食記›,
Hugdayday 烈奶茶,53c3bcfed4fdab7c0e23a7f7,大食女,愛食記部落客(704篇食記),0,信義區美食 Hugdayday 烈奶茶-可愛、好拍的飲料店！現在買一送一！(附Hugdayday MENU) 台北飲料店+ 1分享開啟食記›,
瓦崎燒烤火鍋 敦南店,551ce6622756dd4c247b276a,小噗扒飯食記,愛食記部落客(209篇食記),5,"瓦崎燒烤火鍋 台北敦南店,東區燒烤吃到飽推薦,近忠孝復興站,平價吃到飽,火烤兩吃,啤酒喝到飽,哈根達斯無限享用表示讚賞分享開啟食記›",
瓦崎燒烤火鍋 敦南店,5797032323679c70d1e7f61a,饅頭弟,愛食記部落客(350篇食記),5,瓦崎燒烤／忠孝復興站～謝師宴＆學生聚餐首選，生啤酒、金賓HighBall、哈根達斯、COLD STONE酷聖石，頂級肉品通通吃到飽，平日只要489起+ 2分享開啟食記›,
瓦崎燒烤火鍋 敦南店,54f5eb1c2756dd31b5b40cad,陳宜妏,銀級會員(50則評論),0,還可以啦 畢竟沒有很貴表示讚賞分享,
瓦崎燒烤火鍋 敦南店,580e4a95699b6e426565f677,Mier戴小如,愛食記部落客(51篇食記),4.5,燒烤|| 台北 大安區燒烤推薦 瓦崎燒烤火鍋 敦南店 就是要吃肉肉 滿滿的肉肉 燒烤吃到飽 cp值超高燒烤店 捷運忠孝復興站+ 1分享開啟食記›,
瓦崎燒烤火鍋 敦南店,5cd11f5823679c2a91f6786a,莎莉哈,愛食記部落客(18篇食記),4.5,"瓦崎燒烤火鍋敦南店,火烤兩吃吃到飽,生蠔,天使紅蝦等海鮮肉品種類多+ 1分享開啟食記›",
瓦崎燒烤火鍋 敦南店,55f64e982756dd231d3af253,女子的休假計劃,愛食記部落客(412篇食記),4.5,瓦崎燒烤火鍋吃到飽，八十幾種新鮮食材不怕你吃就怕你不來 /台北燒烤吃到飽表示讚賞分享開啟食記›,
瓦崎燒烤火鍋 敦南店,55b73953699b6e7548633b6d,奇奇一起玩樂趣,愛食記部落客(1211篇食記),0,瓦崎燒烤火鍋(敦南店) 近捷運忠孝復興站火鍋燒烤吃到飽，生啤、金賓波本威士忌調酒、哈根達斯、COLD STONE無限供應！！+ 1分享開啟食記›,
瓦崎燒烤火鍋 敦南店,54c4a1d62756dd7ce9f38d3d,大胃米粒DM,愛食記部落客(658篇食記),0,"台北東區燒肉吃到飽推薦,瓦崎燒烤火鍋敦南店,489/559/689 吃到飽,美國牛小排/生蠔/天使紅蝦/台啤/哈根達斯冰淇淋通通吃爽爽,台北大安區吃到飽推薦,+ 2分享開啟食記›",
瓦崎燒烤火鍋 敦南店,551167ee2756dd0fca441399,妮妮女王,愛食記部落客(1657篇食記),0,台北東區燒烤吃到飽推薦 瓦崎燒烤火鍋 敦南店 東區燒肉吃到飽 台北好吃燒肉餐廳 台北CP值高燒肉餐廳 學生最愛吃到飽推薦  哈根達斯吃到飽 啤酒喝到飽+ 2分享開啟食記›,
瓦崎燒烤火鍋 敦南店,54bcbd0ad4fdab48a740e533,寒武紀,愛食記部落客(762篇食記),0,瓦崎燒烤火鍋 敦南店 ‧捷運忠孝復興站｜東區燒烤火鍋吃到飽‧啤酒喝到飽‧聚餐超高CP值選擇！+ 1分享開啟食記›,
