restaurant_series_num,name,star,comment_num,address,phone,avg_price,type
RSN_000224,崧割烹,4.9,2,台北市士林區福華路157巷5號,228330057,1500,日本料理精緻高級約會餐廳晚餐
RSN_000225,山男,4.7,3,臺北市大安區光復南路260巷34號一樓,227780978,550,日本料理宵夜居酒屋晚餐
RSN_000226,大村武串燒居酒屋-忠孝店(梅酒專門),5,1,臺北市大安區忠孝東路四段223巷52號,227118883,420,日本料理宵夜居酒屋晚餐
RSN_000227,雷咖哩 Les Currys,4.7,3,臺北市大安區復興南路二段160巷11號1樓,227004175,200,咖哩晚餐
RSN_000228,DOTEL Coffice Ximen 西門町手沖咖啡館,4.8,1,臺北市萬華區雅江街2號,223711225,130,小吃
RSN_000229,Le Park Cafe公園咖啡館,4.4,30,臺北市中山區遼寧街146號,227198880,400,咖啡甜點下午茶
RSN_000230,元食cafe,4.8,13,臺北市信義區逸仙路42巷17號,287898953,1440,牛排精緻高級約會餐廳下午茶
RSN_000231,天然臺湘菜館,3.9,7,臺北市中正區羅斯福路一段61號,223911831,500,小吃晚餐午餐
RSN_000232,鼎旺麻辣鍋-2店,4.3,4,台北市大安區大安路一段229號,227044172,600,火鍋晚餐
RSN_000233,慶城海南雞飯,4.3,170,臺北市松山區慶城街16巷8號,287121200,115,小吃精緻高級約會餐廳
RSN_000234,GUMGUM Beer & Wings 餐酒,4.6,63,臺北市信義區光復南路473巷11弄38號,227585987,1000,義式料理美式料理精緻高級
RSN_000235,福天下-福州料理私房菜,4.4,17,臺北市大安區敦化南路一段232巷8號,287722729,500,小吃晚餐午餐
RSN_000236,米屋珈琲 Miuya Cafe,4.1,45,臺北市大安區文昌街49號,227067067,300,咖啡美式料理甜點
RSN_000237,頤宮中餐廳 君品酒店,4.5,30,臺北市大同區承德路一段3號17樓,221819950,1800,中式料理港式料理合菜約會餐廳
RSN_000238,瀧厚鍋物-火鍋 敦北店,4.4,13,臺北市松山區民生東路四段56巷1弄1號,227188805,600,火鍋約會餐廳晚餐
RSN_000239,ABCD . A Better Coffee & Doughnut,4.6,6,臺北市大同區南京西路18巷4弄8號,225580678,190,咖啡甜點下午茶
RSN_000240,浪浪別哭,4.6,27,臺北市中正區林森北路9巷13號,223560766,300,咖啡
RSN_000241,三兄弟韓式碳烤,4.2,4,臺北市中山區農安街233號,225013040,699,韓式料理晚餐午餐
RSN_000242,樂崎火鍋-萬華店,4.5,2,臺北市萬華區東園街68號,223010621,300,火鍋晚餐午餐
RSN_000243,賴桑香腸,4.4,10,臺北市文山區木柵路五段18號,935815168,440,小吃燒烤晚餐午餐
RSN_000244,法國廚師的甜點,4.8,2,臺北市松山區延壽街89號,936811888,230,甜點
RSN_000245,滷肉控,4.2,14,臺北市信義區逸仙路42巷11號,227580072,178,小吃合菜約會餐廳下午茶
RSN_000246,Buckskin Yakiniku 柏克金燒肉屋,4,7,臺北市中山區南京東路二段1號2樓,225210882,500,燒烤約會餐廳精緻高級
RSN_000247,光司DATE,4.4,1,臺北市大安區信義路四段60之1號,970521201,900,義式料理晚餐午餐
RSN_000248,水礦Restaurant & Cafe,4.6,9,臺北市大安區大安路一段19巷4號,908790805,300,咖啡義式料理甜點
RSN_000249,江偉銓是小鮮肉包,5,0,臺北市大安區大安路一段19巷5號,908787077,8700,小吃
RSN_000250,洪爺麻辣鴛鴦鍋 復興店,4.8,2,臺北市大安區復興南路二段144之3號,227077577,600,火鍋宵夜晚餐
RSN_000251,"怪獸炸雞公司-台北信義店 Monster Fried Chicken, Inc.",4.9,1,臺北市信義區松山路541巷14弄1號,970777107,140,美式料理宵夜晚餐
RSN_000252,正饌素食,4.4,1,臺北市中山區遼寧街152號,225175138,125,素食小吃午餐
RSN_000253,PIZZERIA OGGI 天母店,4.4,34,臺北市士林區德行西路19號,228343886,330,義式料理精緻高級約會餐廳
RSN_000254,老師好羊肉爐,4.5,2,臺北市大安區光復南路446號No,227030927,500,小吃火鍋合菜
RSN_000255,吉可頌丹麥專門店,4.7,9,臺北市大安區安和路二段35巷5號,223250324,200,甜點下午茶
RSN_000256,松薇食品有限公司PINE&ROSE,4.7,22,台北市大安區麗水街28-1號,223569938,180,甜點日本料理約會餐廳精緻高級
RSN_000257,Wildwood Live Fire Cuisine,4,12,臺北市信義區松壽路9號,227228886,240,燒烤精緻高級約會餐廳
RSN_000258,Hi-Q褐藻生活館x鱻食,4.6,20,臺北市松山區八德路四段123之1號1樓,227470028,300,火鍋咖啡日本料理
RSN_000259,蘑菇咖啡,4.1,25,臺北市大同區南京西路25巷18之1號2樓,225525552,300,咖啡甜點下午茶
RSN_000260,大直典華,3.8,20,臺北市中山區植福路8號,285025555,499,中式料理燒烤合菜約會餐廳
RSN_000261,勝鮨 日本料理,4.5,4,臺北市中山區興安街47號,225172073,880,日本料理晚餐午餐
RSN_000262,烤師傅,4,33,臺北市信義區永吉路30巷151弄2之1號,227466632,99,小吃港式料理日本料理燒烤
RSN_000263,呷七碗 台北永康店,4.5,16,臺北市大安區永康街13巷1號B1,277448979,300,小吃日本料理牛肉麵晚餐
RSN_000264,Soban小班韓式料理,3.8,18,台北市大安區延吉街131巷3號1樓,227218252,500,韓式料理晚餐午餐
RSN_000265,Caffe’ Rue 路口加啡,4.5,11,台北市士林區中山北路6段35巷2號1樓,288666967,190,咖啡早午餐約會餐廳精緻高級
RSN_000266,米食林 Ms.Lin Cafe—松山網美餐廳|必吃甜點|下午茶|咖啡店|早午餐|美食推薦,5,1,臺北市松山區南京東路五段59巷30弄8號1樓,227615862,350,咖啡早午餐下午茶
RSN_000267,鯉魚 The Carp,4.3,9,臺北市大同區迪化街一段169號,225577660,300,中式料理合菜精緻高級約會餐廳
RSN_000268,幸福肥計劃咖啡店,5,2,臺北市南港區園區街6之7號,227830602,450,咖啡甜點
RSN_000269,大王麻辣乾麵 KingSpicy,3.9,6,臺北市信義區吳興街118巷25弄12號,227369797,80,小吃晚餐午餐
RSN_000270,Russell Restaurant,4.4,6,臺北市士林區國泰街9號,228626617,1000,精緻高級約會餐廳下午茶晚餐
RSN_000271,台南滷三塊,4.2,57,臺北市北投區承德路七段100號,228289388,100,小吃宵夜晚餐
RSN_000272,斯泊町Sparkling氣泡飲專賣,5,1,臺北市中山區松江路297巷12號1樓,225031516,200,冰品飲料
RSN_000273,味鼎蛋餅,4.1,25,臺北市中山區龍江路21巷3號,227723685,120,小吃早午餐早餐
RSN_000274,漁陶屋,3.8,9,臺北市大同區承德路三段206之1號,225856383,450,日本料理晚餐午餐
RSN_000275,小象廚房yumyum,4.4,2,臺北市大同區重慶北路三段278號,906058066,120,早午餐早餐午餐
RSN_000276,銅盤嚴選韓式烤肉,3.7,10,臺北市信義區忠孝東路五段8號,223452788,450,韓式料理晚餐午餐
RSN_000277,朝鑫壽司 (朝日壽司),4.7,26,臺北市中正區羅斯福路三段84巷2號,223651595,310,日本料理晚餐
RSN_000278,好記擔仔麵,4.1,23,臺北市中山區吉林路79號,225215999,450,中式料理合菜宵夜
RSN_000279,穿越九千公里交給你,4.1,57,台北市松山區民權東路三段160巷19弄16號,972299822,300,甜點約會餐廳精緻高級
RSN_000280,林家蔬菜羊肉爐,4.2,22,臺北市中山區吉林路327號,225925174,700,小吃火鍋宵夜晚餐
RSN_000281,become 早午餐,4.2,5,台北市大安區信義路四段30巷50弄3號,227008200,430,早午餐咖啡素食
RSN_000282,Ikinari Steak,4.1,28,台北市南港區忠孝東路7段369號B棟1樓,227820087,700,牛排精緻高級約會餐廳
RSN_000283,MISO東京風日本料理,3.9,10,臺北市大同區承德路一段1號4樓,225583056,500,日本料理晚餐
RSN_000284,上吉燒肉,4.9,18,臺北市大安區延吉街131巷41號,287725765,1000,燒烤精緻高級約會餐廳晚餐
RSN_000285,窩窩wooo,4.2,7,臺北市大同區民生西路404號,225552056,120,港式料理咖啡早午餐
RSN_000286,饒河夜市,4.2,21,臺北市松山區八德路四段,227635733,50,小吃
RSN_000287,Hërs biströ她/的餐酒,4.1,9,臺北市信義區忠孝東路四段553巷22弄4號,227469892,280,甜點小吃約會餐廳精緻高級
RSN_000288,私廚房 Snuggles Kitchen,4.6,6,臺北市士林區天母東路8巷21號之6號,916682230,125,素食下午茶午餐
RSN_000289,Ratio Coffee,4.5,18,臺北市南港區富康街5號,227660138,330,甜點蛋糕
RSN_000290,幸福的一天 happiness day,4.6,10,臺北市松山區光復北路11巷91號,227472047,220,早午餐下午茶午餐
RSN_000291,Little Sprout 小初芽,4.2,7,台北市內湖區金湖路57號,227949094,500,約會餐廳美式料理早午餐下午茶
RSN_000292,LILI KOKO Coffee,4.7,12,臺北市士林區延平北路八段2巷200弄101號,976941120,300,咖啡甜點下午茶
RSN_000293,肉多多火鍋,4.4,6,臺北市信義區忠孝東路五段783號,287851138,299,火鍋宵夜晚餐午餐
RSN_000294,陳鐵心,3.8,4,臺北市大安區仁愛路四段266巷15弄6號1樓,227030039,135,小吃晚餐午餐
RSN_000295,石石香拌,3.4,8,台北市大安區北平西路3號2樓,223145256,249,甜點
RSN_000296,Mr.雪腐 公館店,4.6,30,臺北市中正區羅斯福路三段244巷21號,223635200,80,甜點冰品飲料
RSN_000297,阿毛石鍋燉飯,3,9,臺北市萬華區武昌街二段48之1號,223888098,250,義式料理晚餐午餐
RSN_000298,妙口肉包四神湯,4.1,10,台北市大同區迪化街一段120號,910782007,80,小吃午餐
RSN_000299,葉家肉粥,4.2,15,臺北市大同區保安街49巷17號,916836699,130,小吃午餐
RSN_000300,江偉銓之炸雞腿大師,1,0,臺北市大同區保安街49巷18號,916836700,8000,小吃
RSN_000301,H雞腿大師,4.3,17,臺北市大同區保安街49巷17號前,928880015,60,小吃午餐
RSN_000302,許仔豬腳麵線,4.3,13,臺北市大同區保安街49巷17號,225534364,100,小吃午餐
RSN_000303,どん亭 Don Tei,4.2,19,台北市中山區中山北路一段152號2樓,225815997,1000,火鍋精緻高級約會餐廳晚餐
RSN_000304,Vic's Dessert Boutique | 維克甜品,5,2,臺北市中山區中山北路二段27巷7之1號,225815992,400,甜點下午茶
RSN_000305,本家長壽村,4.3,1,臺北市大安區仁愛路四段266巷8弄2號,227094491,590,韓式料理晚餐午餐
RSN_000306,大河屋 燒肉丼 串燒-統一時代店,4.5,1,臺北市信義區忠孝東路五段8號B2,227293778,230,日本料理居酒屋晚餐午餐
RSN_000307,Flügel studio,4.4,42,臺北市大安區辛亥路一段34巷3號,965856588,300,甜點蛋糕約會餐廳精緻高級
RSN_000308,GB鮮釀餐廳 GORDON BIERSCH,4.2,26,臺北市信義區松壽路11號,287867588,880,美式料理約會餐廳精緻高級
RSN_000309,秀食屋Shows House 關東煮專賣店,4.7,4,臺北市中正區汀州路三段227號,985889361,100,日本料理晚餐午餐
RSN_000310,來碗Laksa,4.2,15,臺北市中正區濟南路二段60之5號,223587165,150,小吃精緻高級約會餐廳
RSN_000311,阿男麻油雞,4.3,21,台北市中正區中華路二段311巷320號,955572506,150,小吃宵夜晚餐
RSN_000312,感恩麵食,4.3,9,臺北市士林區光華路26巷2弄4號,228617994,100,宵夜小吃晚餐午餐
RSN_000313,老鐵們炭火三明治,4.3,3,臺北市大安區通化街39巷43號,937891115,150,早餐午餐
RSN_000314,林家牛肉麵,4.2,20,臺北市信義區吳興街281巷9號,922163609,200,小吃牛肉麵晚餐午餐
RSN_000315,222 雞蛋糕,4.2,5,臺北市大安區復興南路二段368號,922163639,200,甜點下午茶
RSN_000316,Sweet Tooth,4.1,12,臺北市信義區光復南路421巷9號,227589488,190,蛋糕甜點下午茶
RSN_000317,HIVE 巢 • 餐廳,4.6,10,臺北市信義區逸仙路42巷19號,287860020,350,早午餐精緻高級約會餐廳
RSN_000318,黃亞細肉骨茶 台北三越南西店,4.1,8,臺北市中山區南京西路12號5樓,225215777,265,精緻高級約會餐廳
RSN_000319,台灣松屋台北西門町店,3,1,臺北市萬華區漢中街157號1樓,225215778,490,日本料理宵夜燒烤晚餐
RSN_000320,羴一羴蒙古炭烤羊腿 長安店,4.2,4,台北市中山區長安東路一段95號,225683313,500,火鍋宵夜晚餐
RSN_000321,丼賞和食x嗨蝦蝦三杯醉蝦石頭鍋,5,8,臺北市中山區林森北路381號2樓,225235510,1680,日本料理火鍋約會餐廳精緻高級
RSN_000322,東京一軒,3.6,1,臺北市大安區通安街62號,227007689,139,拉麵日本料理
RSN_000323,貳拾陸巷(Somebody),4.2,37,臺北市萬華區成都路65號2樓,223112371,300,咖啡早午餐下午茶
RSN_000324,白水豆花 台北永康店,4,11,臺北市大安區永康街31巷9號1樓,223926707,65,甜點冰品飲料下午茶
RSN_000325,璞豆咖啡.日常,4.7,2,臺北市大安區溫州街66號,223689466,300,咖啡下午茶
RSN_000326,天丼てんや,3.8,30,臺北市中正區忠孝西路一段36號B1,223110869,330,日本料理晚餐午餐
RSN_000327,吳家牛肉麵,4,14,臺北市北投區中央北路一段222號,228923686,240,小吃宵夜牛肉麵晚餐
RSN_000328,馬李王早午餐（寵物友善）,4.6,5,臺北市中山區中原街34號,908517686,300,早午餐義式料理下午茶
RSN_000329,富宏牛肉麵,4.3,66,臺北市萬華區洛陽街69號,223713028,160,小吃宵夜牛肉麵晚餐
RSN_000330,VEGE TEJI YA 菜豚屋,4.2,70,臺北市松山區八德路二段410巷16弄8號,227788055,700,韓式料理燒烤晚餐
RSN_000331,YABI KITCHEN,4.3,12,台北市信義區松智路17號2樓,227291381,600,泰式料理晚餐午餐
RSN_000332,怪獸小雞排,4.7,8,臺北市士林區小東街19號,228838883,150,小吃宵夜晚餐
RSN_000333,八海精緻鍋物料理,4.3,16,臺北市萬華區西寧南路72之1號,223616286,650,火鍋約會餐廳精緻高級宵夜
RSN_000334,孔陵一隻雞,3.6,47,台北市大安區大安路一段83巷14號,227818181,350,韓式料理晚餐午餐
RSN_000335,狸小路居酒屋,4.3,5,臺北市大安區安和路二段93號,287328555,1000,日本料理宵夜晚餐
RSN_000336,遠東Café (香格里拉遠東飯店),4.1,29,台北市大安區敦化南路二段201號6樓,277112080,1000,約會餐廳精緻高級
RSN_000337,犀牛犀牛肉蛋吐司捲餅專賣店,4,7,臺北市中山區伊通街68號,225065550,95,早午餐早餐下午茶午餐
RSN_000338,百合起酥蛋糕專賣店,4.1,4,臺北市士林區中正路218號,228320609,230,蛋糕甜點
RSN_000339,花嘴廚房,4.3,37,臺北市萬華區昆明街214之1號,223616998,135,早午餐義式料理早餐晚餐
RSN_000340,大和徐師傅燒餅大王,3.3,2,臺北市大安區臥龍街151巷35號,935560270,50,小吃宵夜晚餐午餐
RSN_000341,黑麻糬,4.3,1,臺北市中山區龍江路55巷21號遼寧街2號攤販,227773652,100,甜點下午茶
RSN_000342,牡丹 天ぷら｜頂級天婦羅,4.7,5,臺北市大安區四維路52巷17號,227068699,100,晚餐午餐
RSN_000343,美鄉拉麵屋,4.4,6,臺北市大安區建國南路二段151巷53號,227086515,250,拉麵午餐
RSN_000344,Irodori 彩日本料理 (君悅酒店),4,23,臺北市信義區松壽路2號3樓,227201230,1500,日本料理
RSN_000345,大橋頭米糕,4.4,42,臺北市大同區延平北路三段41號,225944685,80,小吃早餐下午茶午餐
RSN_000346,龍來果汁,4.6,8,臺北市萬華區廣州街88號,223085880,80,宵夜甜點冰品飲料
RSN_000347,136海鮮麵,3.9,1,台北市大安區瑞安街75號,227060636,230,小吃
RSN_000348,焼肉ライク 燒肉LIKE,4.2,26,台北市大同區承德路一段1號,225500329,510,燒烤日本料理約會餐廳精緻高級
RSN_000349,DEJIA得嘉野餐廚房,4.3,6,臺北市萬華區昆明街278號,223887518,160,早午餐義式料理早餐午餐
RSN_000350,Ombré,4.3,14,臺北市大安區復興南路二段130之1號2號柚木旁樓,227078884,1000,義式料理餐酒館/酒吧早午餐約會餐廳
RSN_000351,通庵熟成咖喱,4.4,13,台北市大安區通安街115號,928216527,230,咖哩日本料理精緻高級約會餐廳
RSN_000352,肉多多火鍋-古亭旗艦店,4.3,8,臺北市大安區羅斯福路二段79號3樓,223632323,600,火鍋宵夜晚餐午餐
RSN_000353,Buttermilk,4.1,39,臺北市中山區中山北路二段57之1號,225652898,400,美式料理甜點燒烤牛排
RSN_000354,有幸福Cafe,3.8,31,臺北市士林區美德街21號,228821521,400,咖啡甜點約會餐廳
RSN_000355,泰昌餅家 信義新光A8店,4,4,台北市信義區忠孝東路五段8號B2,228821528,700,港式料理
RSN_000356,Naked Deli 三明治實驗室,4.1,11,臺北市內湖區內湖路一段203巷7號,226275648,450,早午餐晚餐午餐
RSN_000357,饗瘦鐵板燒,4.9,1,臺北市松山區敦化北路165巷14號1樓,966600178,680,精緻高級約會餐廳晚餐午餐
RSN_000358,樂福銀河鐵道餐廳,4.2,5,台北市中山區敬業三路123號5樓,277060800,400,精緻高級約會餐廳
RSN_000359,Podium 無菜單料理,3.9,4,台北市士林區中正路209號2樓,228835720,1000,精緻高級約會餐廳
RSN_000360,焱鬼鍋燒專門店,3.9,20,臺北市文山區木新路二段252號,229365566,150,日本料理晚餐午餐
RSN_000361,大俠請留步,4.8,2,臺北市士林區文林路188號,228835268,240,日本料理合菜燒烤居酒屋
RSN_000362,Lady nara 台北統一時代店,4.3,18,臺北市信義區忠孝東路五段8號3樓,227201519,500,泰式料理合菜約會餐廳
RSN_000363,樂天皇朝,4.3,4,台北市中山區敬業三路123號3樓,227201578,290,中式料理合菜
RSN_000364,豐盛號 二號店,4.2,6,臺北市中山區雙城街18巷13號,225867070,200,早午餐早餐午餐
RSN_000365,隨主飡法式水煮專賣-台北小巨蛋總店,4.4,1,臺北市松山區敦化北路120巷7弄5號,916817553,200,晚餐午餐
RSN_000366,Big table,4.3,24,臺北市大安區信義路四段30巷34號,227088577,300,早午餐美式料理
RSN_000367,八海精緻鍋物 西門店,4.2,1,臺北市萬華區西寧南路72之1號6F,223616286,700,火鍋精緻高級約會餐廳
RSN_000368,帝國會館 華國大飯店,4.1,16,臺北市中山區林森北路600號,223616290,430,港式料理精緻高級約會餐廳早餐
RSN_000369,聚樂町日式居酒屋,4.5,5,臺北市萬華區武昌街二段99號,223316996,900,日本料理居酒屋約會餐廳精緻高級
RSN_000370,龍袍加身腸粉 台北永吉店,3.9,1,臺北市信義區永吉路30巷157弄13號,227653765,90,小吃港式料理晚餐午餐
RSN_000371,心月懷石日本料理,4.5,55,臺北市信義區信義路四段466號,287807756,1900,日本料理精緻高級約會餐廳
RSN_000372,瞞著爹丼飯,3.7,17,臺北市內湖區港墘路127巷3號,287518553,400,日本料理晚餐午餐
RSN_000373,明水然鍋物。鐵板燒,4.5,40,臺北市中山區明水路646號,285027019,600,火鍋日本料理
RSN_000374,Cin Cin Osteria 請請義大利餐廳,4.4,64,臺北市松山區慶城街16巷16號,227122050,500,義式料理甜點下午茶
RSN_000375,鍋大人 大安店,4.1,3,臺北市大安區敦化南路一段160巷32之1號,227791012,250,火鍋晚餐
RSN_000376,西園橋下蚵仔湯,4.3,4,臺北市萬華區西園路一段258之5號,223025974,70,日本料理午餐
RSN_000377,雞二拉麵 師大店,3.8,7,臺北市大安區羅斯福路三段139號,223628672,189,拉麵日本料理晚餐午餐
RSN_000378,生活域所 | A Living Labb,4.9,3,臺北市信義區信安街56號,227329908,260,下午茶午餐
RSN_000379,板前屋炭火鰻魚飯,4.5,16,台北市南港區研究院路一段88號,958787898,550,日本料理居酒屋宵夜
RSN_000380,滿漢爐魚,4.5,12,臺北市松山區光復南路54號1樓,225775875,700,火鍋宵夜晚餐
RSN_000381,三上咖哩,4.4,24,臺北市大安區大安路一段19巷3號,227416460,300,咖哩日本料理小吃晚餐
RSN_000382,一条通 士林門市,3.5,3,臺北市士林區文林路434號,228816681,430,日本料理晚餐午餐
RSN_000383,小吉市場,4.7,6,臺北市中正區南昌路二段111號,935504665,230,甜點下午茶
RSN_000384,標點符號創意早午餐,4.6,2,臺北市萬華區西昌街49號1樓,223317995,200,早午餐午餐
RSN_000385,特有種商行,4.4,56,臺北市中正區臨沂街27巷4之1號,223411785,350,咖啡早午餐甜點
RSN_000386,可蜜達吐司（北門店）,4.5,7,臺北市中正區中華路一段21巷14號,916678489,100,早午餐早餐午餐
RSN_000387,petit doux．微兜 Café Bistro,5,3,台北市大同區承德路一段1號1樓,277290009,350,甜點下午茶
RSN_000388,好客酒吧燒烤,4.2,84,臺北市大安區忠孝東路四段98號11樓,287728832,858,燒烤精緻高級
RSN_000389,K-Cafe,4.2,3,台北市大安區敦化南路一段291號,227082798,300,下午茶
RSN_000390,卡滋日式咖哩炸豬排專賣店,4.3,26,臺北市松山區八德路四段277之1號,227487767,350,日本料理咖哩晚餐午餐
RSN_000391,The Misanthrope Society 厭世會社,4.8,20,臺北市中正區羅斯福路四段40巷1之2號,223654535,500,餐酒館/酒吧精緻高級約會餐廳宵夜
RSN_000392,碼頭老火鍋,4.8,10,臺北市大安區仁愛路四段409之1號,227752115,850,火鍋宵夜晚餐
RSN_000393,瓦法奇朵,4.2,483,臺北市中正區信陽街29號,223110215,400,火鍋牛排合菜日本料理
RSN_000394,P&C Boutique Cafe,4.4,16,臺北市大同區赤峰街28之4號,228891605,300,咖啡甜點蛋糕下午茶
RSN_000395,春日甜Café,4.4,43,臺北市中山區中山北路二段27巷14號,225678017,600,咖啡甜點義式料理蛋糕
RSN_000396,1+1鍋物,4.7,2,臺北市大安區忠孝東路四段216巷32弄1號1樓,227112179,400,火鍋晚餐午餐
RSN_000397,江偉銓很義大利,0,0,臺北市大安區忠孝東路四段216巷32弄1號87樓,227112143,9800,義式料理下午茶晚餐午餐
RSN_000398,夢鹿咖啡 by tame moose,4,80,台北市大同區建泰里南京西路18巷6弄6號1樓,227112180,350,咖啡義式料理甜點精緻高級
RSN_000399,初魚鐵板燒,4.3,5,臺北市大安區泰順街42號,227112181,1210,合菜精緻高級約會餐廳晚餐
RSN_000400,隱家拉麵,4.6,1,臺北市士林區中山北路五段505巷1號,227112182,300,拉麵日本料理晚餐午餐
RSN_000401,狗一下居食酒屋 西門店,3.1,9,臺北市萬華區西寧南路34號1樓,227112183,450,日本料理宵夜居酒屋晚餐
RSN_000402,3 idiots toast＆curry 三個傻瓜,4.5,18,台北市信義區松壽路12號4樓,227112184,500,素食咖哩精緻高級
RSN_000403,深夜裡的法國手工甜點,3.8,4,臺北市中正區南昌路二段203號2樓之3,227112185,200,甜點宵夜
RSN_000404,TAEBAK 大發韓式特色料理 東區店,4.3,62,台北市大安區延吉街160巷9號,227112186,700,韓式料理晚餐午餐
RSN_000405,WakuWaku Burger,4.6,17,臺北市信義區吳興街117號1樓,227112187,300,美式料理早午餐咖哩
RSN_000406,好好食房 Soup Up,4.1,16,台北市內湖區瑞光路583巷22號1樓,227112188,220,中式料理合菜晚餐午餐
RSN_000407,石川日式食堂,4.3,10,臺北市文山區景華街60號,227112189,650,日本料理晚餐午餐
RSN_000408,真福記 脆皮烤鴨,4,11,臺北市松山區健康路3巷2號,227112190,700,中式料理火鍋合菜晚餐
RSN_000409,上信饌玉 永康店,4.7,3,臺北市大安區永康街12巷4號,227112191,400,義式料理下午茶晚餐午餐
RSN_000410,佐藤咖哩,4.3,9,臺北市大安區復興南路一段92之1號,227112192,200,咖哩日本料理早餐晚餐
RSN_000411,誠記越南麵食館,3.8,28,臺北市大安區永康街6巷1號,227112193,199,小吃晚餐
RSN_000412,Ed's Diner,4.3,17,臺北市中山區樂群二路216號1f,227112194,450,美式料理燒烤晚餐
RSN_000413,安東建一水產,4.4,3,台北市中山區安東街4-1號,227112195,300,日本料理
RSN_000414,川賀燒烤居酒屋,4.3,79,臺北市中山區合江街92號,227112196,2000,日本料理燒烤精緻高級約會餐廳
RSN_000415,汆食.作伙鍋,4.6,15,臺北市中山區中山北路三段26號1樓,227112197,350,火鍋約會餐廳
RSN_000416,大黑深夜板前鮨無菜單料理壽司吧,4.3,2,台北市松山區市民大道四段177號,227112198,1500,日本料理
RSN_000417,阿川蚵仔麵線,4.4,12,臺北市大同區民生西路198之17號,227112199,60,小吃早餐午餐
RSN_000418,ABV Bar & Kitchen 酒精濃度 地中海餐廳,4.4,45,臺北市大安區光復南路260巷39號,227112200,450,義式料理餐酒館/酒吧
RSN_000419,別所 shelter,4.1,37,臺北市大同區承德路三段51巷18號,227112201,250,咖啡甜點蛋糕
RSN_000420,MaMaDay 嘛嘛地,4.1,9,臺北市松山區南京東路四段75巷14弄1號,227112202,400,港式料理義式料理晚餐午餐
RSN_000421,牛爸爸牛肉麵,4.1,6,臺北市內湖區民權東路六段149號,227112203,1500,小吃牛肉麵晚餐
RSN_000422,蘭芳麵食館,4.2,71,台北市中山區遼寧街95號,227112204,300,小吃約會餐廳精緻高級合菜
RSN_000423,甘牌燒味 台灣 Kam's Roast Taiwan,4.1,15,臺北市信義區市府路45號B1,227112205,350,港式料理小吃晚餐午餐
RSN_000424,COFE bar 喫咖啡吧,4.6,4,臺北市大同區迪化街一段248號,227112206,200,咖啡
RSN_000425,共楽 Gung Lok Union Grocery,3.8,32,台北市大同區赤峰街22號,227112207,277,港式料理咖啡早午餐甜點
RSN_000426,陳季炸雞,4.7,4,臺北市北投區裕民一路12號,227112208,1200,宵夜晚餐午餐
RSN_000427,牛媽媽沙茶牛肉,3.3,12,臺北市大同區寧夏路50號,227112209,65,小吃宵夜晚餐
RSN_000428,瓦崎燒烤,3.1,21,臺北市中正區汀州路三段299號,227112210,489,火鍋約會餐廳精緻高級宵夜
RSN_000429,NoName咖哩カレーライス專門店,4.4,25,台北市大安區信義路三段166巷6弄4號,227112211,200,咖哩晚餐午餐
RSN_000430,HÒU TOAST and COFFEE 厚吐司.咖啡手作專門,4.9,2,臺北市大安區信義路四段151號,227112212,200,咖啡早午餐
RSN_000431,小珍珠烘焙坊,4.2,1,臺北市大安區金華街243巷25號,227112213,400,小吃
RSN_000432,Purebread Bakery,4.5,8,台北市大安區四維路154巷15號,227112214,400,小吃
RSN_000433,海底撈火鍋 慶城店,4.6,1,台北市松山區慶城街1號,227112215,399,火鍋宵夜甜點冰品飲料
RSN_000434,金仙一品魯肉飯,3.8,3,臺北市中山區錦州街453號,227112216,120,小吃晚餐午餐
RSN_000435,台北晶華酒店 Regent Taipei,4.4,13,臺北市中山區中山北路二段39巷3號,227112217,36650,蛋糕甜點約會餐廳精緻高級
RSN_000436,好好文化創意We&Me Cafe,4.2,57,臺北市信義區基隆路一段188之2號,227112218,400,咖啡早午餐約會餐廳義式料理
RSN_000437,我家客家小館,4.2,9,臺北市北投區中央南路二段14之1號,227112219,400,中式料理合菜晚餐午餐
RSN_000438,虎次郎日式炸牛排,4.3,5,臺北市中正區忠孝西路一段66號,227112220,250,日本料理牛排燒烤晚餐
RSN_000439,威尼斯義大利餐廳,4.3,7,臺北市中山區松江路235巷19號1樓,227112221,350,義式料理晚餐午餐
RSN_000440,Drip Cafe 好滴咖啡,3.5,42,台北市中正區南陽街1號2樓,227112222,400,咖啡甜點下午茶
RSN_000441,寅樂屋,4.2,87,臺北市大安區延吉街294號,227112223,200,咖哩日本料理居酒屋約會餐廳
RSN_000442,MaMa's 鐵鍋早午餐,4.6,8,臺北市松山區南京東路四段133巷8弄3號,227112224,220,早午餐美式料理午餐
RSN_000443,阿剛泰式主題餐廳,2.9,3,臺北市中正區汀州路三段150號,227112225,420,泰式料理合菜晚餐午餐
RSN_000444,阿伯蛋包麵,4.4,25,臺北市萬華區雙園街88號,227112226,100,早餐午餐
RSN_000445,VEGETEJIYA 菜豚屋,4.1,51,台北市中山區林森北路119巷67號,227112227,900,韓式料理燒烤宵夜晚餐
RSN_000446,下港吔羊肉專賣店,4.3,33,臺北市中山區天祥路18號,227112228,300,小吃火鍋合菜宵夜
RSN_000447,小涼院霜淇淋專門店,4.5,35,臺北市大安區復興南路二段148巷34號,227112229,100,甜點精緻高級約會餐廳冰品飲料
